food_id,name,cuisine,category,ingredients,prep_time,difficulty,calories,dietary_tags,flavor_profile,popularity_score
298,Spicy Cucumber Salad,Chinese,Appetizer,"['cucumber', 'garlic', 'vinegar', 'chili oil']",25,Medium,232,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami', 'spicy', 'sour']",1.8068289712240584
299,Chicken Teriyaki,Japanese,Lunch,"['chicken', 'teriyaki sauce', 'rice', 'vegetables']",53,Easy,432,"['dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",1.34737125029615
300,Dorayaki,Japanese,Dessert,"['pancake', 'red bean paste', 'honey']",41,Medium,376,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",4.660035895792616
301,Red Curry Duck,Thai,Dinner,"['duck', 'red curry paste', 'coconut milk', 'thai basil']",38,Hard,587,"['gluten-free', 'halal']","['savory', 'spicy', 'creamy', 'sweet']",2.3598635776941617
302,Scallion Pancakes,Chinese,Appetizer,"['flour', 'scallions', 'oil']",25,Medium,291,"['vegetarian', 'vegan', 'dairy-free', 'halal']","['savory', 'umami']",2.0312790592776016
303,Bulgogi,Korean,Lunch,"['beef', 'soy sauce', 'sugar', 'sesame oil']",37,Easy,466,"['dairy-free', 'gluten-free', 'halal']","['savory', 'umami', 'sweet']",3.9951525277219617
304,Khao Tom,Thai,Breakfast,"['rice', 'pork', 'ginger', 'fish sauce', 'scallions']",24,Easy,270,"['dairy-free', 'gluten-free']",['savory'],1.8271145292880395
305,Caesar Salad,American,Lunch,"['romaine lettuce', 'parmesan', 'croutons', 'caesar dressing']",25,Medium,442,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']",['savory'],4.523948994189494
306,Mochi,Japanese,Dessert,"['glutinous rice', 'sweet filling', 'cornstarch']",31,Medium,314,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami', 'sweet']",1.1302505881331921
307,Thai Coconut Ice Cream,Thai,Dessert,"['coconut milk', 'palm sugar', 'pandan']",28,Easy,363,"['vegetarian', 'gluten-free', 'halal']","['savory', 'creamy', 'sweet']",1.7486097678113994
308,Sushi Roll,Japanese,Lunch,"['sushi rice', 'nori', 'fish', 'cucumber', 'avocado']",42,Medium,487,"['dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",3.285638872716998
309,Breakfast Burrito,American,Breakfast,"['tortilla', 'eggs', 'cheese', 'potato', 'salsa']",41,Medium,315,"['vegetarian', 'gluten-free', 'halal']","['savory', 'cheesy']",2.9983913044474026
310,Mango Sticky Rice,Thai,Dessert,"['mango', 'sticky rice', 'coconut milk', 'palm sugar']",29,Medium,311,"['vegetarian', 'gluten-free', 'halal']","['savory', 'creamy', 'sweet']",3.519448849448618
311,Claypot Chicken Rice,Malaysian,Dinner,"['rice', 'chicken', 'chinese sausage', 'mushroom', 'soy sauce']",57,Medium,533,"['dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",3.5994619324544352
312,Fish Curry,Indian,Dinner,"['fish', 'coconut milk', 'curry leaves', 'tamarind']",51,Hard,519,"['gluten-free', 'halal']","['savory', 'spicy', 'sour', 'creamy']",4.71426666788424
313,Gyeran Bbang (Egg Bread),Korean,Appetizer,"['bread dough', 'egg', 'sugar']",25,Medium,271,"['vegetarian', 'vegan', 'dairy-free', 'halal']","['savory', 'sweet']",4.123896147692396
314,Crispy Spring Rolls,Thai,Appetizer,"['spring roll wrappers', 'vegetables', 'sweet chili sauce']",37,Easy,218,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'spicy']",3.193734975273175
315,Cannoli,Italian,Dessert,"['pastry shells', 'ricotta', 'chocolate chips', 'sugar']",49,Hard,338,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'sweet']",2.7726417072558607
316,Dal Tadka,Indian,Lunch,"['lentils', 'turmeric', 'cumin', 'garlic', 'tomato']",53,Easy,428,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'spicy']",3.3633237063164767
317,Kerabu Mango Salad,Malaysian,Appetizer,"['green mango', 'chili', 'peanuts', 'lime juice']",56,Medium,260,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'spicy']",1.0003693855797122
318,Vegetable Korma,Indian,Dinner,"['mixed vegetables', 'coconut', 'cashews', 'spices']",50,Hard,575,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'spicy', 'creamy']",1.7542839172999818
319,Bingsu (Shaved Ice),Korean,Dessert,"['shaved ice', 'sweetened condensed milk', 'red beans', 'fruit']",39,Medium,366,"['vegetarian', 'gluten-free', 'halal']",['savory'],3.452864879595486
320,Sukiyaki,Japanese,Dinner,"['beef', 'tofu', 'vegetables', 'sukiyaki sauce']",35,Medium,504,"['dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",1.6085972204694765
321,Penne Arrabbiata,Italian,Lunch,"['penne', 'tomato', 'chili', 'garlic', 'olive oil']",32,Easy,453,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'spicy']",4.197849407744281
322,Mango Sticky Rice,Thai,Dessert,"['mango', 'sticky rice', 'coconut milk', 'palm sugar']",41,Medium,325,"['vegetarian', 'gluten-free', 'halal']","['savory', 'creamy', 'sweet']",4.269002895998281
323,Cornetti,Italian,Breakfast,"['flour', 'butter', 'sugar', 'jam']",28,Easy,263,"['vegetarian', 'halal']","['savory', 'sweet']",3.725769280231413
324,Sukiyaki,Japanese,Dinner,"['beef', 'tofu', 'vegetables', 'sukiyaki sauce']",20,Medium,508,"['dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",1.9438633511337327
325,Kimchi Jjigae (Kimchi Stew),Korean,Dinner,"['kimchi', 'tofu', 'pork', 'scallions']",26,Medium,544,"['dairy-free', 'gluten-free']","['savory', 'spicy', 'fermented']",3.763005658247193
326,Lamb Rogan Josh,Indian,Dinner,"['lamb', 'yogurt', 'kashmiri chili', 'spices']",28,Medium,587,"['gluten-free', 'halal']","['savory', 'spicy']",1.240209342830632
327,Tom Yum Goong,Thai,Lunch,"['prawns', 'lemongrass', 'lime leaves', 'chili', 'lime juice']",44,Medium,443,"['dairy-free', 'gluten-free', 'halal']","['savory', 'spicy', 'sour']",2.4326699890017256
328,Butter Chicken,Indian,Dinner,"['chicken', 'tomato', 'cream', 'butter', 'spices']",48,Medium,583,"['gluten-free', 'halal']","['savory', 'spicy', 'creamy']",2.1012978514332126
329,Paratha,Indian,Breakfast,"['wheat flour', 'ghee', 'potato', 'spices']",53,Medium,299,"['vegetarian', 'vegan', 'dairy-free', 'halal']","['savory', 'spicy']",3.480789251291351
330,Khao Tom,Thai,Breakfast,"['rice', 'pork', 'ginger', 'fish sauce', 'scallions']",53,Easy,250,"['dairy-free', 'gluten-free']",['savory'],1.5190970652889844
331,Spaghetti Carbonara,Italian,Lunch,"['spaghetti', 'pancetta', 'eggs', 'pecorino', 'black pepper']",54,Medium,426,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']",['savory'],3.8052560862988503
332,Rice with Nori,Japanese,Breakfast,"['rice', 'nori', 'sesame seeds']",22,Easy,319,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",4.176998308552318
333,Prosciutto e Melone,Italian,Appetizer,"['prosciutto', 'melon']",51,Easy,201,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']",['savory'],3.6275060549009748
334,Paneer Tikka,Indian,Appetizer,"['paneer', 'yogurt', 'spices', 'bell peppers']",43,Medium,268,"['vegetarian', 'gluten-free', 'halal']","['savory', 'spicy']",3.3996629250947286
335,Whole Fish with Chili,Thai,Dinner,"['fish', 'chili', 'garlic', 'lime', 'fish sauce']",53,Medium,595,"['dairy-free', 'gluten-free', 'halal']","['savory', 'spicy', 'sour']",2.0163565087320965
336,Ondeh Ondeh,Malaysian,Dessert,"['glutinous rice flour', 'palm sugar', 'coconut', 'pandan']",53,Easy,325,"['vegetarian', 'vegan', 'dairy-free', 'halal']","['savory', 'sweet']",4.2893498324143025
337,Masala Dosa,Indian,Breakfast,"['rice', 'lentils', 'potato', 'turmeric', 'curry leaves']",40,Medium,324,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'spicy']",1.3676204851414906
338,Kimchi,Korean,Appetizer,"['napa cabbage', 'radish', 'gochugaru', 'garlic']",31,Medium,233,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'spicy']",3.3809248102383203
339,Tamagoyaki,Japanese,Breakfast,"['eggs', 'mirin', 'soy sauce', 'sugar']",39,Easy,292,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami', 'sweet']",1.045737523850414
340,Kimchi Fried Rice,Korean,Breakfast,"['rice', 'kimchi', 'egg', 'green onion']",44,Easy,253,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'spicy', 'fermented']",3.380528765179361
341,Kung Pao Chicken,Chinese,Lunch,"['chicken', 'peanuts', 'chili', 'soy sauce', 'rice wine']",30,Easy,446,"['dairy-free', 'gluten-free', 'halal']","['savory', 'umami', 'spicy']",1.5215006995806966
342,Kulfi,Indian,Dessert,"['milk', 'sugar', 'cardamom', 'pistachios']",48,Medium,380,"['vegetarian', 'gluten-free', 'halal']","['savory', 'spicy', 'sweet']",1.358378592506941
343,Yakgwa (Honey Cookies),Korean,Dessert,"['wheat flour', 'honey', 'sesame oil']",49,Medium,330,"['vegetarian', 'vegan', 'dairy-free', 'halal']","['savory', 'umami', 'sweet']",4.211184097594323
344,Gulab Jamun,Indian,Dessert,"['milk powder', 'sugar syrup', 'cardamom']",32,Easy,374,"['vegetarian', 'gluten-free', 'halal']","['savory', 'spicy', 'sweet']",4.475009406579874
345,Miso Soup,Japanese,Breakfast,"['miso paste', 'tofu', 'wakame', 'scallions']",38,Easy,329,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",4.001420595009863
346,Popiah,Malaysian,Appetizer,"['spring roll skin', 'vegetables', 'shrimp', 'peanut sauce']",21,Easy,230,"['dairy-free', 'gluten-free', 'halal']",['savory'],2.085125805529512
347,Teh Tarik Set,Malaysian,Breakfast,"['condensed milk', 'tea', 'bread', 'egg']",36,Medium,261,"['vegetarian', 'halal']",['savory'],3.0341613285723903
348,Whole Steamed Fish,Chinese,Dinner,"['fish', 'ginger', 'soy sauce', 'scallions']",56,Hard,561,"['dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",1.6280210023633308
349,Whole Fish with Chili,Thai,Dinner,"['fish', 'chili', 'garlic', 'lime', 'fish sauce']",44,Hard,576,"['dairy-free', 'gluten-free', 'halal']","['savory', 'spicy', 'sour']",2.571386386660688
350,Idli Sambar,Indian,Breakfast,"['rice', 'lentils', 'vegetables', 'tamarind']",58,Hard,253,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'spicy', 'sour']",1.8270290986440374
351,Dhokla,Indian,Appetizer,"['gram flour', 'yogurt', 'mustard seeds']",46,Easy,210,"['vegetarian', 'halal']","['savory', 'spicy']",4.358090039480869
352,Idli Sambar,Indian,Breakfast,"['rice', 'lentils', 'vegetables', 'tamarind']",54,Easy,254,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'spicy', 'sour']",2.067450452017918
353,Deviled Eggs,American,Appetizer,"['eggs', 'mayonnaise', 'mustard', 'paprika']",29,Medium,282,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']",['savory'],3.84807651190664
354,Pad Thai,Thai,Lunch,"['rice noodles', 'shrimp', 'tofu', 'bean sprouts', 'tamarind', 'palm sugar']",31,Hard,457,"['dairy-free', 'gluten-free', 'halal']","['savory', 'sour', 'sweet']",1.8902168495168286
355,Philly Cheesesteak,American,Lunch,"['beef', 'cheese', 'onions', 'hoagie roll']",45,Medium,459,"['gluten-free', 'halal']","['savory', 'cheesy']",3.880803653982207
356,Gyeran Bbang (Egg Bread),Korean,Appetizer,"['bread dough', 'egg', 'sugar']",25,Hard,287,"['vegetarian', 'vegan', 'dairy-free', 'halal']","['savory', 'sweet']",4.06063948961045
357,Risotto Milanese,Italian,Lunch,"['arborio rice', 'saffron', 'parmesan', 'white wine', 'onion']",51,Hard,471,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']",['savory'],2.854315812286541
358,Kaya Toast,Malaysian,Breakfast,"['bread', 'kaya', 'butter', 'coconut', 'egg']",40,Medium,277,"['vegetarian', 'halal']",['savory'],3.8505375652252107
359,Cheesecake,American,Dessert,"['cream cheese', 'graham crackers', 'sugar']",43,Medium,361,['gluten-free'],"['savory', 'creamy', 'cheesy', 'sweet']",2.5363494970462868
360,Gulab Jamun,Indian,Dessert,"['milk powder', 'sugar syrup', 'cardamom']",32,Medium,308,"['vegetarian', 'gluten-free', 'halal']","['savory', 'spicy', 'sweet']",3.505811398646117
361,Fried Rice,Chinese,Lunch,"['rice', 'eggs', 'scallions', 'soy sauce']",56,Medium,474,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",2.814953935448866
362,Teh Tarik Set,Malaysian,Breakfast,"['condensed milk', 'tea', 'bread', 'egg']",43,Easy,333,"['vegetarian', 'halal']",['savory'],3.6679861717847797
363,Sukiyaki,Japanese,Dinner,"['beef', 'tofu', 'vegetables', 'sukiyaki sauce']",20,Hard,554,"['dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",4.149230318134343
364,Rasmalai,Indian,Dessert,"['paneer', 'milk', 'sugar', 'cardamom']",36,Medium,388,"['vegetarian', 'gluten-free', 'halal']","['savory', 'spicy', 'sweet']",2.316834107847593
365,Korean Pancakes (Jeon),Korean,Appetizer,"['flour', 'vegetables', 'seafood', 'dipping sauce']",21,Hard,296,"['dairy-free', 'halal']",['savory'],3.7546171130173804
366,Dorayaki,Japanese,Dessert,"['pancake', 'red bean paste', 'honey']",23,Medium,375,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",1.095947190072704
367,Kung Pao Chicken,Chinese,Lunch,"['chicken', 'peanuts', 'chili', 'soy sauce', 'rice wine']",21,Medium,490,"['dairy-free', 'gluten-free', 'halal']","['savory', 'umami', 'spicy']",3.0267585083840367
368,Khao Tom,Thai,Breakfast,"['rice', 'pork', 'ginger', 'fish sauce', 'scallions']",23,Easy,296,"['dairy-free', 'gluten-free']",['savory'],2.916433093433471
369,Kaya Toast,Malaysian,Breakfast,"['bread', 'kaya', 'butter', 'coconut', 'egg']",50,Easy,340,"['vegetarian', 'halal']",['savory'],3.7127904985994946
370,Spaghetti Carbonara,Italian,Lunch,"['spaghetti', 'pancetta', 'eggs', 'pecorino', 'black pepper']",46,Medium,450,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']",['savory'],2.558265095573035
371,Whole Steamed Fish,Chinese,Dinner,"['fish', 'ginger', 'soy sauce', 'scallions']",58,Medium,561,"['dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",4.139775932949633
372,Pancakes,American,Breakfast,"['flour', 'eggs', 'milk', 'maple syrup']",41,Medium,266,"['vegetarian', 'halal']","['savory', 'sweet']",3.7068691549515824
373,Chicken Biryani,Indian,Lunch,"['basmati rice', 'chicken', 'saffron', 'yogurt', 'spices']",37,Medium,430,"['gluten-free', 'halal']","['savory', 'spicy']",1.348303566375069
374,Dim Sum,Malaysian,Breakfast,"['flour', 'pork', 'shrimp', 'soy sauce']",33,Medium,325,['dairy-free'],"['savory', 'umami']",1.770182558493834
375,Edamame,Japanese,Appetizer,"['young soybeans', 'salt']",45,Medium,261,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",2.401272551696469
376,Whole Fish with Chili,Thai,Dinner,"['fish', 'chili', 'garlic', 'lime', 'fish sauce']",29,Hard,598,"['dairy-free', 'gluten-free', 'halal']","['savory', 'spicy', 'sour']",2.88294231603421
377,Cornetti,Italian,Breakfast,"['flour', 'butter', 'sugar', 'jam']",39,Medium,290,"['vegetarian', 'halal']","['savory', 'sweet']",4.894727555596351
378,Kerabu Mango Salad,Malaysian,Appetizer,"['green mango', 'chili', 'peanuts', 'lime juice']",42,Easy,202,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'spicy']",4.651446442706863
379,Bulgogi,Korean,Lunch,"['beef', 'soy sauce', 'sugar', 'sesame oil']",34,Medium,471,"['dairy-free', 'gluten-free', 'halal']","['savory', 'umami', 'sweet']",3.417760925730415
380,Dhokla,Indian,Appetizer,"['gram flour', 'yogurt', 'mustard seeds']",36,Medium,280,"['vegetarian', 'halal']","['savory', 'spicy']",3.483499355426164
381,Kulfi,Indian,Dessert,"['milk', 'sugar', 'cardamom', 'pistachios']",32,Medium,334,"['vegetarian', 'gluten-free', 'halal']","['savory', 'spicy', 'sweet']",2.9465212259984868
382,Ayam Percik,Malaysian,Dinner,"['chicken', 'coconut milk', 'turmeric', 'lemongrass', 'galangal']",22,Hard,552,"['gluten-free', 'halal']","['savory', 'spicy', 'creamy']",3.579956461792134
383,Cappuccino e Brioche,Italian,Breakfast,"['coffee', 'milk', 'brioche', 'sugar']",52,Easy,329,"['vegetarian', 'gluten-free', 'halal']","['savory', 'sweet']",1.8226467276071543
384,Massaman Curry,Thai,Dinner,"['beef', 'potatoes', 'massaman paste', 'coconut milk', 'peanuts']",43,Hard,580,"['gluten-free', 'halal']","['savory', 'spicy', 'creamy', 'sweet']",1.249642234123435
385,Cappuccino e Brioche,Italian,Breakfast,"['coffee', 'milk', 'brioche', 'sugar']",45,Easy,315,"['vegetarian', 'gluten-free', 'halal']","['savory', 'sweet']",1.752907352311062
386,Kimchi Jjigae (Kimchi Stew),Korean,Dinner,"['kimchi', 'tofu', 'pork', 'scallions']",60,Medium,532,"['dairy-free', 'gluten-free']","['savory', 'spicy', 'fermented']",1.5431029821832012
387,Kulfi,Indian,Dessert,"['milk', 'sugar', 'cardamom', 'pistachios']",49,Medium,360,"['vegetarian', 'gluten-free', 'halal']","['savory', 'spicy', 'sweet']",1.0297199659925251
388,Hokkien Mee,Malaysian,Lunch,"['yellow noodles', 'rice noodles', 'prawns', 'pork', 'dark soy sauce']",49,Medium,497,"['dairy-free', 'gluten-free']",['savory'],3.761989059450123
389,Paneer Tikka,Indian,Appetizer,"['paneer', 'yogurt', 'spices', 'bell peppers']",46,Easy,201,"['vegetarian', 'gluten-free', 'halal']","['savory', 'spicy']",2.8754752413640845
390,Popiah,Malaysian,Appetizer,"['spring roll skin', 'vegetables', 'shrimp', 'peanut sauce']",45,Medium,292,"['dairy-free', 'gluten-free', 'halal']",['savory'],2.0417725462143945
391,Prawn Crackers,Malaysian,Appetizer,"['prawns', 'tapioca flour', 'chili sauce']",41,Easy,260,"['dairy-free', 'halal']",['savory'],2.123887725925955
392,Miso Soup,Japanese,Breakfast,"['miso paste', 'tofu', 'wakame', 'scallions']",37,Easy,306,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",4.197488025647069
393,Lasagna Bolognese,Italian,Dinner,"['pasta sheets', 'bolognese sauce', 'bechamel', 'parmesan']",42,Hard,529,['dairy-free'],['savory'],4.3673321409546055
394,Lasagna Bolognese,Italian,Dinner,"['pasta sheets', 'bolognese sauce', 'bechamel', 'parmesan']",38,Medium,541,['dairy-free'],['savory'],4.481110943398903
395,Osso Buco,Italian,Dinner,"['veal shanks', 'white wine', 'tomato', 'onion', 'carrot']",21,Hard,566,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']",['savory'],1.9671878735516501
396,Spinach Artichoke Dip,American,Appetizer,"['spinach', 'artichokes', 'cream cheese', 'parmesan']",32,Medium,271,"['vegetarian', 'gluten-free', 'halal']","['savory', 'creamy', 'cheesy']",3.7419982089383064
397,Tom Yum Goong,Thai,Lunch,"['prawns', 'lemongrass', 'lime leaves', 'chili', 'lime juice']",32,Easy,442,"['dairy-free', 'gluten-free', 'halal']","['savory', 'spicy', 'sour']",3.552331540637914
398,Xiaolongbao,Chinese,Breakfast,"['flour', 'pork', 'soup', 'ginger']",28,Easy,261,['dairy-free'],"['savory', 'umami']",3.5551220313740894
399,Dorayaki,Japanese,Dessert,"['pancake', 'red bean paste', 'honey']",57,Medium,355,"['vegetarian', 'vegan', 'dairy-free', 'gluten-free', 'halal']","['savory', 'umami']",3.441207539815737
400,Gulab Jamun,Indian,Dessert,"['milk powder', 'sugar syrup', 'cardamom']",56,Hard,362,"['vegetarian', 'gluten-free', 'halal']","['savory', 'spicy', 'sweet']",1.281649308542745
